,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
0,23218,Bird livers and eggs LUBW2024,Real Sample,"LUBW_2024_15
Egg from peregrine falcon provided by LUBW in 2024 with code 15 LC-POSITIVE-HRMS","Fri, 05/26/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Ludwigsburg,,48.901,9.196,No,Dry weight,Falco peregrinus,,,Neckar River,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,77.0,0.001,Germany
1,23219,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 16 LC-POSITIVE-HRMS,"Sun, 05/07/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Mannheim,Germany,49.497,8.548,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,74.0,0.001,Germany
2,23222,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 17 LC-POSITIVE-HRMS,"Mon, 05/15/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Oppenau,Germany,48.494,8.204,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,80.0,0.001,Germany
3,23223,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 18 LC-POSITIVE-HRMS,"Wed, 05/24/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Feldberg,Germany,47.8421,8.028,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,76.0,0.001,Germany
4,23224,Bird livers and eggs LUBW2024,Real Sample,Egg from eagle Owl provided by LUBW in 2024 with code 19 LC-POSITIVE-HRMS,"Sun, 04/30/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Zainingen,Germany,48.476,9.546,No,Dry weight,Bubo bubo,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,93.0,0.001,Germany
5,23225,Bird livers and eggs LUBW2024,Real Sample,Egg from chicken provided by LUBW in 2024 with code 20 LC-POSITIVE-HRMS,"Sun, 01/01/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #10,Stuttgart,Germany,48.8,9.21,No,Dry weight,Gallus gallus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,77.0,0.001,Germany
6,23226,Bird livers and eggs LUBW2024,Blank Sample,Blank used for egg samples LC-POSITIVE-HRMS,"Sun, 01/01/2023 - 12:00","Sun, 01/01/2023 - 12:00",LC-Bruker maXis QTOF: Submission #10,Stuttgart,Germany,48.901,9.196,,,,,,,1.0,Terrestrial environment,,,,Eggs (22487),egg,79.5,,Germany
7,23227,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 15 LC-NEGATIVE-HRMS,"Fri, 05/26/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #11,Ludwigsburg,Germany,48.901,9.196,No,Dry weight,Falco peregrinus,,,Neckar River,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,77.0,0.001,Germany
8,23228,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 16 LC-NEGATIVE-HRMS,"Sun, 05/07/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #11,Mannheim,Germany,49.497,8.548,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,74.0,0.001,Germany
9,23229,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 17 LC-NEGATIVE-HRMS,"Mon, 05/15/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #11,Oppenau,Germany,48.494,8.204,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,80.0,0.001,Germany
10,23230,Bird livers and eggs LUBW2024,Real Sample,Egg from peregrine falcon provided by LUBW in 2024 with code 18 LC-NEGATIVE-HRMS,"Wed, 05/24/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #11,Feldberg,Germany,47.8421,8.028,No,Dry weight,Falco peregrinus,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,76.0,0.001,Germany
11,23231,Bird livers and eggs LUBW2024,Real Sample,Egg from eagle Owl provided by LUBW in 2024 with code 19 LC-NEGATIVE-HRMS,"Sun, 04/30/2023 - 12:00","Mon, 01/01/2024 - 12:00",LC-Bruker maXis QTOF: Submission #11,Zainingen,Germany,48.476,9.546,No,Dry weight,Bubo bubo,,,,1.0,Terrestrial environment,,Rhine River Basin,,Eggs (22487),Egg,93.0,0.001,Germany
