,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
0,21993,EMBLAS-II (Survey 2016),Real Sample,Biota 12 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
1,21994,EMBLAS-II (Survey 2016),Real Sample,Biota 12 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
2,21995,EMBLAS-II (Survey 2016),Real Sample,Biota 11 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Muscel,,,Georgia
3,21996,EMBLAS-II (Survey 2016),Real Sample,Biota 11 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Muscel,,,Georgia
4,21997,EMBLAS-II (Survey 2016),Real Sample,Biota 10 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Muscel,,,Georgia
5,21998,EMBLAS-II (Survey 2016),Real Sample,Biota 10 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Muscel,,,Georgia
6,21999,EMBLAS-II (Survey 2016),Real Sample,Biota 09 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
7,22000,EMBLAS-II (Survey 2016),Real Sample,Biota 09 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
8,22001,EMBLAS-II (Survey 2016),Real Sample,Biota 08 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
9,22002,EMBLAS-II (Survey 2016),Real Sample,Biota 08 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
