,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
0,18984,CONNECT I+II GC,Real Sample,CONNECT 46 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,,52.431252,4.384624,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,91.0,,Netherlands
1,18985,CONNECT I+II GC,Real Sample,CONNECT 45 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.558967,4.468311,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,91.0,,Netherlands
2,18986,CONNECT I+II GC,Real Sample,CONNECT 44 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.418467,4.448686,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,91.0,,Netherlands
3,18987,CONNECT I+II GC,Real Sample,CONNECT 43 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.448188,4.532678,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,90.0,,Netherlands
4,18988,CONNECT I+II GC,Real Sample,CONNECT 42 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.555727,4.561124,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,90.0,,Netherlands
5,18989,CONNECT I+II GC,Real Sample,CONNECT 41 Ostrea edulis from the Netherlands,"Sat, 08/01/2020 - 22:00","Sat, 06/27/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.606892,4.56725,1,Wet weight,Ostrea edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,90.0,,Netherlands
6,18990,CONNECT I+II GC,Real Sample,CONNECT 40 Platichthys flesus from the Netherlands,"Tue, 08/25/2020 - 22:00","Tue, 07/21/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.666887,4.56763,1,Wet weight,Platichthys flesus,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,79.0,,Netherlands
7,18991,CONNECT I+II GC,Real Sample,CONNECT 39 Platichthys flesus from the Netherlands,"Mon, 08/10/2020 - 22:00","Mon, 07/06/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.735691,4.570985,1,Wet weight,Platichthys flesus,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,78.0,,Netherlands
8,18992,CONNECT I+II GC,Real Sample,CONNECT 38 Platichthys flesus from the Netherlands,"Wed, 08/12/2020 - 22:00","Wed, 07/08/2020 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.799948,4.573844,1,Wet weight,Platichthys flesus,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,78.0,,Netherlands
9,18993,CONNECT I+II GC,Real Sample,CONNECT 37 Mytilus Galloprovincialis from Carteau,"Mon, 03/01/2021 - 22:00","Mon, 01/25/2021 - 22:00",Instrument setup: Submission #16,Carteau,Netherlands,43.324639,4.81175101,1,Wet weight,Mytilus Galloprovincialis,,,Mediterranean sea,,Coastal region,,Mediterranean sea,,Molluscs (22488),Muscle,84.2,,France
