,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
0,21005,LUBW terrestrial predator chemical monitoring LC,Blank Sample,Procedural Blank for LUBW predator chemical monitoring,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Stuttgart,Germany,48.79,9.19,0,Dry weight,,,,,,Terrestrial environment,,,,Other (22510),Liver,,,Germany
1,21006,LUBW terrestrial predator chemical monitoring LC,Blank Sample,Procedural Blank for LUBW predator chemical monitoring,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Stuttgart,Germany,48.79,9.19,0,Dry weight,,,,,,Terrestrial environment,,,,Other (22510),Liver,,,Germany
2,21007,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Oct 2019,"Sun, 10/06/2019 - 22:00","Sun, 09/01/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Ulm,Germany,48.41,9.97,0,Dry weight,,,,Danube river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.505,Germany
3,21008,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Oct 2019,"Sun, 10/06/2019 - 22:00","Sun, 09/01/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Ulm,Germany,48.41,9.97,0,Dry weight,,,,Danube river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.505,Germany
4,21009,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Oct 1993,"Sun, 10/24/1993 - 22:00","Sun, 09/19/1993 - 22:00",LC-Bruker maXis QTOF: Submission #11,Stockach,Germany,47.86,9.01,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.14,Germany
5,21010,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Oct 1993,"Sun, 10/24/1993 - 22:00","Sun, 09/19/1993 - 22:00",LC-Bruker maXis QTOF: Submission #10,Stockach,Germany,47.86,9.01,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.14,Germany
6,21011,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected Dec 1993 0.7 kg,"Wed, 12/01/1993 - 22:00","Wed, 10/27/1993 - 22:00",LC-Bruker maXis QTOF: Submission #11,Durmentingen,Germany,48.12,9.53,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,0.71,Germany
7,21012,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected Dec 1993 0.7 kg,"Wed, 12/01/1993 - 22:00","Wed, 10/27/1993 - 22:00",LC-Bruker maXis QTOF: Submission #10,Durmentingen,Germany,48.12,9.53,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,0.71,Germany
8,21013,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Jan 2019 (1.4 kg),"Fri, 01/25/2019 - 22:00","Fri, 12/21/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.469,Germany
9,21014,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Jan 2019 (1.4 kg),"Fri, 01/25/2019 - 22:00","Fri, 12/21/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.469,Germany
