,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
0,25131,INVEST-pFASST Biota,Real Sample,Crab Rep1 C,"Thu, 05/16/2024 - 14:00","Fri, 03/14/2025 - 14:00",X 153 QTOF: Submission #112,,,53.3886396,-6.2641772,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,Liffey,,Crab (22747),Whole body,,,
1,25133,INVEST-pFASST Biota,Real Sample,Crab Rep2 C,"Thu, 05/16/2024 - 14:00","Fri, 03/14/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Crab (22747),Whole body,,,
2,25134,INVEST-pFASST Biota,Real Sample,Crab Rep 3 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Crab (22747),Whole body,,,
3,25135,INVEST-pFASST Biota,Real Sample,Barnacle Rep 1 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.3886396,-6.2641772,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Barnacle (22750),Whole body,,,
4,25136,INVEST-pFASST Biota,Real Sample,Barnacle Rep 2 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Barnacle (22750),Whole body,,,
5,25137,INVEST-pFASST Biota,Real Sample,Barnacle Rep 3 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Barnacle (22750),Whole body,,,
6,25138,INVEST-pFASST Biota,Real Sample,Adult Mussel Rep 1 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Adult Mussel (22751),Soft body,,,
7,25139,INVEST-pFASST Biota,Real Sample,Adult Mussel Rep 2 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.3886396,-6.2641772,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Adult Mussel (22751),Soft body,,,
8,25140,INVEST-pFASST Biota,Real Sample,Adult Mussel Rep 3 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Adult Mussel (22751),Soft body,,,
9,25141,INVEST-pFASST Biota,Real Sample,Juvenile Mussel Rep 1 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Juvenile Mussel (22752),Soft body,,,
10,25142,INVEST-pFASST Biota,Real Sample,Juvenile Mussel Rep 3 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Wet weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Juvenile Mussel (22752),Soft body,,,
11,25143,INVEST-pFASST Biota,Real Sample,Algae Rep 1 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Algae (22753),,,,
12,25144,INVEST-pFASST Biota,Real Sample,Algae Rep 2 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Algae (22753),,,,
13,25145,INVEST-pFASST Biota,Real Sample,Algae Rep 3 C,"Thu, 05/16/2024 - 14:00","Sat, 03/15/2025 - 14:00",X 153 QTOF: Submission #112,,,53.344172,-6.217917,,Dry weight,,,,Lower Liffey Estuary,,Marine environment,,River Liffey,,Algae (22753),,,,
